類別,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註,S
公寓,FC00968,何源里,臺中市西屯區何源里河南路一段170號,"24.171189,120.661578",1,1066,第六分局,
公寓,FC00240,何源里,臺中市西屯區何源里長安路二段70巷58號,"24.173459,120.66613",1,30,第六分局,
公寓,FC00280,何源里,臺中市西屯區何源里華美西街二段453號,"24.17475,120.66813",1,440,第六分局,
公寓,FC00984,何源里,臺中市西屯區何源里內江街90號,"24.171123,120.662001",1,30,第六分局,
公寓,FC01219,何源里,臺中市西屯區何源里河南路一段64號,"24.168351,120.663088",1,477,第六分局,
公寓,FC01241,何源里,臺中市西屯區何源里河南路一段68號,"24.168433,120.662974",1,53,第六分局,
公寓,FC01240,何源里,臺中市西屯區何源里河南路一段70號,"24.168468,120.662955",1,53,第六分局,
公寓,FC01220,何源里,臺中市西屯區何源里河南東二街66號,"24.169639,120.664261",1,244,第六分局,
公寓,FC01235,何源里,臺中市西屯區何源里河南路一段100號,"24.169222,120.662572",1,22,第六分局,
公寓,FC01236,何源里,臺中市西屯區何源里河南路一段102號,"24.169246,120.662531",1,22,第六分局,
公寓,FC01230,何源里,臺中市西屯區何源里河南路一段104號,"24.169291,120.662533",1,52,第六分局,
公寓,FC01232,何源里,臺中市西屯區何源里河南路一段106號,"24.169335,120.662535",1,52,第六分局,
公寓,FC01231,何源里,臺中市西屯區何源里河南路一段96號,"24.169163,120.662608",1,21,第六分局,
公寓,FC01234,何源里,臺中市西屯區何源里河南路一段98號,"24.169187,120.662591",1,22,第六分局,
公寓,FC01193,何福里,臺中市西屯區何福里寧夏東八街11號,"24.166454,120.662223",1,520,第六分局,
公寓,FC01255,何福里,臺中市西屯區何福里寧夏東三街17號,"24.167463,120.662014",1,841,第六分局,
公寓,FC01591,何福里,臺中市西屯區何福里河南路一段63號,"24.16798,120.662936",1,260,第六分局,
公寓,FC01252,何福里,臺中市西屯區何福里河南路一段89號,"24.168607,120.662581",1,737,第六分局,
公寓,FC01377,何福里,臺中市西屯區何福里河南路一段101號,"24.16888,120.662369",1,85,第六分局,
公寓,FC00177,何福里,臺中市西屯區何福里西屯路二段10-1號,"24.163785,120.662469",1,64,第六分局,
公寓,FC00176,何福里,臺中市西屯區何福里西屯路二段10-2號,"24.163785,120.662469",1,64,第六分局,
公寓,FC00175,何福里,臺中市西屯區何福里西屯路二段10-3號,"24.163785,120.662469",1,64,第六分局,
公寓,FC00174,何福里,臺中市西屯區何福里西屯路二段10-4號,"24.163796,120.662429",1,64,第六分局,
公寓,FC00173,何福里,臺中市西屯區何福里西屯路二段10-5號,"24.163808,120.662389",1,64,第六分局,
公寓,FC00172,何福里,臺中市西屯區何福里西屯路二段10-6號,"24.16382,120.662347",1,64,第六分局,
公寓,FC00171,何福里,臺中市西屯區何福里西屯路二段10-7號,"24.163833,120.662308",1,64,第六分局,
公寓,FC00170,何福里,臺中市西屯區何福里西屯路二段10-8號,"24.163844,120.662267",1,64,第六分局,
公寓,FC01448,何福里,臺中市西屯區何福里西屯路二段8號,"24.163594,120.663098",1,30,第六分局,
公寓,FC01161,何福里,臺中市西屯區何福里寧夏路35號,"24.164332,120.662425",1,29,第六分局,
公寓,FC01086,何德里,臺中市西屯區何德里天水西六街45號,"24.166446,120.656949",1,169,第六分局,
公寓,FC01570,何德里,臺中市西屯區何德里甘肅路一段66號,"24.165748,120.659465",1,3608,第六分局,
公寓,FC00190,何德里,臺中市西屯區何德里甘州六街30號,"24.166121,120.658461",1,368,第六分局,
公寓,FA01649,逢甲里,臺中市西屯區逢甲里上石北二巷3號,"24.17209,120.646418",1,25,第六分局,
公寓,FA01650,逢甲里,臺中市西屯區逢甲里上石北二巷5號,"24.172115,120.646439",1,25,第六分局,
公寓,FA01648,逢甲里,臺中市西屯區逢甲里西屯路二段上石北二巷1號,"24.172311,120.647302",1,25,第六分局,
公寓,FA01651,逢甲里,臺中市西屯區逢甲里西屯路二段上石北二巷7號,"24.172311,120.647302",1,25,第六分局,
公寓,FA00821,逢甲里,臺中市西屯區逢甲里崇義街1號,"24.17351,120.646496",1,30,第六分局,
公寓,FA00222,逢甲里,臺中市西屯區逢甲里崇義街26號,"24.17356,120.645934",2,3933,第六分局,
公寓,FA00361,逢甲里,臺中市西屯區逢甲里崇義街33號,"24.173293,120.64594",1,30,第六分局,
公寓,FA00970,逢甲里,臺中市西屯區逢甲里西屯路二段260-16號,"24.173202,120.645044",1,30,第六分局,
公寓,FA00971,逢甲里,臺中市西屯區逢甲里西屯路二段260-17號,"24.173226,120.645011",1,30,第六分局,
公寓,FA01609,逢甲里,臺中市西屯區逢甲里西屯路二段270巷18號,"24.174458,120.645135",1,40,第六分局,
公寓,FA01610,逢甲里,臺中市西屯區逢甲里西屯路二段270巷22號,"24.174429,120.645236",1,40,第六分局,
公寓,FA01611,逢甲里,臺中市西屯區逢甲里西屯路二段270巷26號,"24.174392,120.645317",1,20,第六分局,
公寓,FA01612,逢甲里,臺中市西屯區逢甲里西屯路二段270巷40號,"24.174201,120.645321",1,30,第六分局,
公寓,FA01614,逢甲里,臺中市西屯區逢甲里西屯路二段270巷42之1號,"24.17413,120.645287",1,30,第六分局,
公寓,FA01613,逢甲里,臺中市西屯區逢甲里西屯路二段270巷42號,"24.174166,120.645304",1,30,第六分局,
公寓,FA01615,逢甲里,臺中市西屯區逢甲里西屯路二段270巷46號,"24.174094,120.645269",1,30,第六分局,
公寓,FA00834,逢甲里,臺中市西屯區逢甲里西屯路二段272-18號,"24.175343,120.644308",1,437,第六分局,
公寓,FA01855,逢甲里,臺中市西屯區逢甲里永新巷南二弄38號,"24.17624,120.644533",1,77,第六分局,
公寓,FA00589,逢甲里,臺中市西屯區逢甲里永新巷南二弄46號,"24.176369,120.645065",1,26,第六分局,
公寓,FA01518,逢甲里,臺中市西屯區逢甲里福星路526巷9號,"24.176717,120.644703",1,40,第六分局,
公寓,FA01924,逢甲里,臺中市西屯區逢甲里河南路二段301巷52號,"24.172153,120.647994",1,28,第六分局,
公寓,FA01926,逢甲里,臺中市西屯區逢甲里河南路二段301巷56號,"24.172121,120.648026",1,30,第六分局,
公寓,FA01927,逢甲里,臺中市西屯區逢甲里河南路二段301巷58號,"24.172087,120.648062",1,30,第六分局,
公寓,FA01928,逢甲里,臺中市西屯區逢甲里河南路二段301巷60號,"24.172052,120.648098",1,30,第六分局,
公寓,FA01656,逢甲里,臺中市西屯區逢甲里上石北二巷16號,"24.172214,120.647032",1,30,第六分局,
公寓,FA01647,逢甲里,臺中市西屯區逢甲里上石北二巷8號,"24.172149,120.646801",1,24,第六分局,
公寓,FA01973,逢福里,臺中市西屯區逢福里櫻城五街32號,"24.17208,120.650377",1,982,第六分局,
公寓,FA01995,逢福里,臺中市西屯區逢福里櫻城五街33號,"24.171873,120.650353",1,345,第六分局,
公寓,FA01975,逢福里,臺中市西屯區逢福里櫻城一街59-7號,"24.171842,120.65145",1,537,第六分局,
公寓,FA00018,逢福里,臺中市西屯區逢福里福上巷216弄10號,"24.17584,120.648214",1,16,第六分局,
公寓,FA00017,逢福里,臺中市西屯區逢福里福上巷216弄12號,"24.175896,120.648214",1,16,第六分局,
公寓,FA00016,逢福里,臺中市西屯區逢福里福上巷216弄14號,"24.175955,120.648213",1,16,第六分局,
公寓,FA00024,逢福里,臺中市西屯區逢福里福上巷216弄1號,"24.175107,120.648132",1,33,第六分局,
公寓,FA00007,逢福里,臺中市西屯區逢福里福上巷216弄55號,"24.176131,120.648629",1,42,第六分局,
公寓,FA00008,逢福里,臺中市西屯區逢福里福上巷216弄57號,"24.176189,120.648633",1,42,第六分局,
公寓,FA00009,逢福里,臺中市西屯區逢福里福上巷216弄59號,"24.176245,120.648602",1,41,第六分局,
公寓,FA00010,逢福里,臺中市西屯區逢福里福上巷216弄61號,"24.176317,120.648632",1,49,第六分局,
公寓,FA00011,逢福里,臺中市西屯區逢福里福上巷216弄63號,"24.176362,120.648632",1,40,第六分局,
公寓,FA00020,逢福里,臺中市西屯區逢福里福上巷216弄7號,"24.175692,120.648252",1,186,第六分局,
公寓,FA00027,逢福里,臺中市西屯區逢福里福上巷218-1號,"24.174986,120.648165",1,30,第六分局,
公寓,FA00028,逢福里,臺中市西屯區逢福里福上巷218-2號,"24.174984,120.648137",1,30,第六分局,
公寓,FA00029,逢福里,臺中市西屯區逢福里福上巷218-3號,"24.174989,120.648105",1,30,第六分局,
公寓,FA00030,逢福里,臺中市西屯區逢福里福上巷218-4號,"24.17499,120.648049",1,30,第六分局,
公寓,FA00031,逢福里,臺中市西屯區逢福里福上巷21-58號,"24.174676,120.651858",1,26,第六分局,
公寓,FA00032,逢福里,臺中市西屯區逢福里福上巷218-6號,"24.17499,120.647965",1,30,第六分局,
公寓,FA00033,逢福里,臺中市西屯區逢福里福上巷218-7號,"24.17499,120.647921",1,30,第六分局,
公寓,FA00034,逢福里,臺中市西屯區逢福里福上巷218-8號,"24.17499,120.64788",1,30,第六分局,
公寓,FA00026,逢福里,臺中市西屯區逢福里福上巷218號,"24.174984,120.648224",1,30,第六分局,
公寓,FA01447,逢福里,臺中市西屯區逢福里福上巷230-1號,"24.174961,120.647415",1,20,第六分局,
公寓,FA01446,逢福里,臺中市西屯區逢福里福上巷230號,"24.174959,120.647476",1,20,第六分局,
公寓,FA00019,逢福里,臺中市西屯區逢福里逢甲巷32弄6號,"24.176169,120.647887",1,33,第六分局,
公寓,FA01796,逢福里,臺中市西屯區逢福里逢甲巷8號,"24.17508,120.647347",1,52,第六分局,
公寓,FA00025,逢福里,臺中市西屯區逢福里逢甲巷6號,"24.175039,120.647312",1,52,第六分局,
公寓,FA00206,逢福里,臺中市西屯區逢福里福星路601號,"24.175338,120.646521",1,33,第六分局,
公寓,FA00207,逢福里,臺中市西屯區逢福里福星路605號,"24.175167,120.64673",1,26,第六分局,
公寓,FA00208,逢福里,臺中市西屯區逢福里福星路609號,"24.175127,120.646809",1,26,第六分局,
公寓,FA00209,逢福里,臺中市西屯區逢福里福星路615號,"24.174814,120.647144",1,26,第六分局,
公寓,FA00202,逢福里,臺中市西屯區逢福里慶和街54-10號,"24.176365,120.647358",1,26,第六分局,
公寓,FA00728,逢福里,臺中市西屯區逢福里慶和街101號,"24.175856,120.646399",1,80,第六分局,
公寓,FA00204,逢福里,臺中市西屯區逢福里慶和街10號,"24.175326,120.646938",1,26,第六分局,
公寓,FA00882,逢福里,臺中市西屯區逢福里慶和街11號,"24.175581,120.646877",1,40,第六分局,
公寓,FA00705,逢福里,臺中市西屯區逢福里慶和街12號,"24.175357,120.64697",1,30,第六分局,
公寓,FA00717,逢福里,臺中市西屯區逢福里慶和街13號,"24.175604,120.646927",1,40,第六分局,
公寓,FA00205,逢福里,臺中市西屯區逢福里慶和街17號,"24.175664,120.646981",1,26,第六分局,
公寓,FA00211,逢福里,臺中市西屯區逢福里慶和街18號,"24.175421,120.647029",1,26,第六分局,
公寓,FA00210,逢福里,臺中市西屯區逢福里慶和街20號,"24.175433,120.647071",1,26,第六分局,
公寓,FA00706,逢福里,臺中市西屯區逢福里慶和街22號,"24.175466,120.647096",1,30,第六分局,
公寓,FA00707,逢福里,臺中市西屯區逢福里慶和街23號,"24.17573,120.647085",1,30,第六分局,
公寓,FA00708,逢福里,臺中市西屯區逢福里慶和街26號,"24.175484,120.647139",1,30,第六分局,
公寓,FA00887,逢福里,臺中市西屯區逢福里慶和街27號,"24.175778,120.647157",1,40,第六分局,
公寓,FA00709,逢福里,臺中市西屯區逢福里慶和街28號,"24.175497,120.647175",1,30,第六分局,
公寓,FA00888,逢福里,臺中市西屯區逢福里慶和街29號,"24.175801,120.647189",1,40,第六分局,
公寓,FA00701,逢福里,臺中市西屯區逢福里慶和街2號,"24.17526,120.646835",1,30,第六分局,
公寓,FA00710,逢福里,臺中市西屯區逢福里慶和街30號,"24.175507,120.64722",1,30,第六分局,
公寓,FA00885,逢福里,臺中市西屯區逢福里慶和街31號,"24.175823,120.647223",1,40,第六分局,
公寓,FA00711,逢福里,臺中市西屯區逢福里慶和街32號,"24.175526,120.647256",1,30,第六分局,
公寓,FA00712,逢福里,臺中市西屯區逢福里慶和街36號,"24.17557,120.647273",1,30,第六分局,
公寓,FA00886,逢福里,臺中市西屯區逢福里慶和街38號,"24.175592,120.647307",1,40,第六分局,
公寓,FA00721,逢福里,臺中市西屯區逢福里慶和街39號,"24.175924,120.647364",1,40,第六分局,
公寓,FA00713,逢福里,臺中市西屯區逢福里慶和街42號,"24.17564,120.647377",1,30,第六分局,
公寓,FA00714,逢福里,臺中市西屯區逢福里慶和街43號,"24.17601,120.647234",1,30,第六分局,
公寓,FA00715,逢福里,臺中市西屯區逢福里慶和街45號,"24.176041,120.647208",1,30,第六分局,
公寓,FA00891,逢福里,臺中市西屯區逢福里慶和街47號,"24.176154,120.647178",1,40,第六分局,
公寓,FA00716,逢福里,臺中市西屯區逢福里慶和街48號,"24.175677,120.647448",1,30,第六分局,
公寓,FA00892,逢福里,臺中市西屯區逢福里慶和街49號,"24.17613,120.647127",1,40,第六分局,
公寓,FA00889,逢福里,臺中市西屯區逢福里慶和街51號,"24.176107,120.647094",1,40,第六分局,
公寓,FA00894,逢福里,臺中市西屯區逢福里慶和街53號,"24.176086,120.647062",1,40,第六分局,
公寓,FA00895,逢福里,臺中市西屯區逢福里慶和街55號,"24.176041,120.647047",1,40,第六分局,
公寓,FA00718,逢福里,臺中市西屯區逢福里慶和街57號,"24.17602,120.647012",1,40,第六分局,
公寓,FA00896,逢福里,臺中市西屯區逢福里慶和街60號,"24.176359,120.647042",1,40,第六分局,
公寓,FA00897,逢福里,臺中市西屯區逢福里慶和街62號,"24.176351,120.647008",1,40,第六分局,
公寓,FA00203,逢福里,臺中市西屯區逢福里慶和街6號,"24.175272,120.646876",1,26,第六分局,
公寓,FA00722,逢福里,臺中市西屯區逢福里慶和街77號,"24.175773,120.646795",1,40,第六分局,
公寓,FA01891,逢福里,臺中市西屯區逢福里慶和街80號,"24.176349,120.646747",1,110,第六分局,
公寓,FA00723,逢福里,臺中市西屯區逢福里慶和街83號,"24.175554,120.646593",1,60,第六分局,
公寓,FA01986,逢福里,臺中市西屯區逢福里慶和街86號,"24.176154,120.6467",1,166,第六分局,
公寓,FA00724,逢福里,臺中市西屯區逢福里慶和街87號,"24.175619,120.64655",1,80,第六分局,
公寓,FA00725,逢福里,臺中市西屯區逢福里慶和街89號,"24.175651,120.646523",1,80,第六分局,
公寓,FA00726,逢福里,臺中市西屯區逢福里慶和街93號,"24.175718,120.646478",1,80,第六分局,
公寓,FA00702,逢福里,臺中市西屯區逢福里慶和街97號,"24.175787,120.646434",1,30,第六分局,
公寓,FA00727,逢福里,臺中市西屯區逢福里慶和街99號,"24.175825,120.646418",1,80,第六分局,
公寓,FA00703,逢福里,臺中市西屯區逢福里慶和街9號,"24.1755,120.646724",1,30,第六分局,
公寓,FA02126,逢福里,臺中市西屯區逢福里文華路41號,"24.177133,120.646451",1,286,第六分局,
公寓,FA00372,逢福里,臺中市西屯區逢福里文華路12-5號,"24.176259,120.646412",1,60,第六分局,
公寓,FA02040,逢福里,臺中市西屯區逢福里惠來路三段248號,"24.171575,120.650026",1,813,第六分局,
